"job_link","job_skills","job_link (Right)","last_processed_time","got_summary","got_ner","is_being_worked","job_title","company","job_location","first_seen","search_city","search_country","search_position","job_level","job_type"
"https://www.linkedin.com/jobs/view/business-analyst-with-qsr-at-quantumbricks-3703649850","Business Analysis, Process Improvement, Optimization Strategies, Automation, Modernization, Requirements Analysis, CrossFunctional Collaboration, Data Analysis, Communication, Leadership, Training, Resource Management, Project Management, Procedure Maintenance, User Acceptance Testing, Business Needs Assessment, Stakeholder Engagement","https://www.linkedin.com/jobs/view/business-analyst-with-qsr-at-quantumbricks-3703649850","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst with QSR","QuantumBricks","Louisville, KY","2024-01-13","New Albany","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-at-insight-global-3781747580","Business Analysis, Reporting/Dashboards/Analytics Development, SDLC, Vendor Management, Financial Services Industry Experience, IT Servicing and Origination Systems Experience, SQL, Data Processing, Enterprise Software Applications, Development and Implementation of Standards, Procedures and Guidelines, Technical Knowledge Communication, Continuous Improvement, Six Sigma/Lean experience, Auto Lending Experience, Workflow Understanding, Operations Understanding, Coding, Data Analytics, Feedback Loop Management","https://www.linkedin.com/jobs/view/business-analyst-at-insight-global-3781747580","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst","Insight Global","San Antonio, TX","2024-01-13","San Antonio","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/business-systems-analyst-at-pimco-3771256926","Business System Analysis, Business Analysis, Fixed Income, Requirements Elicitation, Process Modeling, Use Case Development, User Story Creation, Analytical Skills, ProblemSolving Skills, DetailOriented, Organized, Time Management, GoalDriven, Curious, Eager to Learn, Communication Skills, Software Development Methodologies, Project Management Principles, Adaptability, Collaboration, Innovation, Efficiency","https://www.linkedin.com/jobs/view/business-systems-analyst-at-pimco-3771256926","2024-01-19 09:45:09.215838+00","t","t","f","Business Systems Analyst","PIMCO","Solana Beach, CA","2024-01-13","Oceanside","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-suite-integrations-at-secura-insurance-3780854232","Business Analysis, Agile Methodologies, Scrum Framework, Stakeholder Engagement, Requirements Gathering, Requirements Documentation, User Story Creation, Acceptance Criteria, Business Rules Alignment, Technical Requirements, NonFunctional Requirements, Wireframing, Design Flow, Process Mapping, Interaction Diagrams, Use Case Diagrams, Data Flow Diagrams, Backlog Refinement, Decision Making, Task Completion, Sprint Participation, Test Plan Preparation, Test Scenario Creation, Test Case Development, Test Criteria Verification, SDLC Knowledge, Business Process Knowledge, Technical Knowledge, .NET API Development, .NET Architecture, Microsoft Software Development Stack, .NET Framework, .NET Core, C#, SQL Server, Software Development Experience, Requirements Management Experience, Collaboration Tool Experience, Lean Six Sigma Green Belt, Agile Certifications, P&C Insurance Experience","https://www.linkedin.com/jobs/view/business-analyst-suite-integrations-at-secura-insurance-3780854232","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst - Suite Integrations","SECURA Insurance","Neenah, WI","2024-01-13","Wisconsin","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-at-quantumbricks-3700407083","Business Analysis, Requirements Gathering, Requirements Analysis, Solution Development, Solution Implementation, Process Optimization, Automation, Modernization, Project Management, Project Planning, Performance Monitoring, User Acceptance Testing, Communication, CrossFunctional Collaboration, Leadership, Training, Coaching, Guidance, Resource Allocation, Cost Efficiency, Stakeholder Management, User Engagement, Prioritization, Liaison","https://www.linkedin.com/jobs/view/business-analyst-at-quantumbricks-3700407083","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst","QuantumBricks","Louisville, KY","2024-01-13","New Albany","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/senior-equity-analyst-at-windancer-holdings-llc-3786111863","Investment analysis, Research, Fundamental research, Portfolio management, Financial modeling, Securities analysis, Business analysis, Industry analysis, Investment recommendations, Research process improvement, Generalist investing, Deep research, Independent thinking, Growth mindset, Proven investment returns, 8+ years investment experience, Passion for investing, Accountability, Concentrated portfolio investing, Personal capital investment, Leadership, Equity ownership, Autonomy, Competitive compensation","https://www.linkedin.com/jobs/view/senior-equity-analyst-at-windancer-holdings-llc-3786111863","2024-01-19 09:45:09.215838+00","t","t","f","Senior Equity Analyst","Windancer Holdings, LLC","Cincinnati Metropolitan Area","2024-01-13","Cincinnati","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/ecommerce-business-analyst-at-tamcherry-zaportiv-3732830356","Business Analysis, SQL, Business Requirements, Use Cases, Systems Interaction Diagrams, User Stories, Client Communication, Wireframes, Mockups, Test Strategy, Test Plans, Test Execution","https://www.linkedin.com/jobs/view/ecommerce-business-analyst-at-tamcherry-zaportiv-3732830356","2024-01-19 09:45:09.215838+00","t","t","f","Ecommerce Business Analyst","Tamcherry - Zaportiv","Denver, CO","2024-01-13","Aurora","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-at-realrepp-3739991718","Business Analysis, Business Process Redesign, Data Flow Diagram, Process Flow Diagram, Activity Diagram, Software Requirements, Application Requirements, Systems Requirements, Requirements Documentation, Impact Analysis, Functional Specifications, Unit Testing, Functional Testing, Integration Testing, Excel, Pivot Tables, VLookups, Planning, Reporting, Forecasting, Prioritization, Project Management, Software Development, Information Systems, CPG Industry, Alcohol Industry","https://www.linkedin.com/jobs/view/business-analyst-at-realrepp-3739991718","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst","RealREPP","Oakland, CA","2024-01-13","Concord","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/principal-information-security-risk-analyst-at-discover-financial-services-3738888926","Information Security, Cybersecurity, Risk Management, Business Analysis, Software Engineering, Metrics Modelling, Confidentiality, Integrity, Availability, Authentication, Nonrepudiation, Vulnerability Analysis, Corrective Actions, Bachelor's in Business Computer Science or Information Security, 8+ years in Information Security or IT Security, Master's in Business Computer Science or Information Security, Multiple certifications from ISC2 GIAC CompTIA ISACA","https://www.linkedin.com/jobs/view/principal-information-security-risk-analyst-at-discover-financial-services-3738888926","2024-01-19 09:45:09.215838+00","t","t","f","Principal Information Security Risk Analyst","Discover Financial Services","Riverwoods, IL","2024-01-13","Rutland","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/%C2%A0business-analyst-alameda-ca-at-intellectt-inc-3799385336","Business Analysis, Salesforce, Power BI, Excel, PowerPoint, Documentation, Tableau, Data Collection, Reporting and Analytics, Dashboarding, KPI, Communication","https://www.linkedin.com/jobs/view/%C2%A0business-analyst-alameda-ca-at-intellectt-inc-3799385336","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst - Alameda, CA","Intellectt Inc","Alameda, CA","2024-01-13","Concord","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/senior-business-systems-analyst-at-intellectt-inc-3714663891","Salesforce, Unity, Visio, Jira, Asana, Diabetes products, Complaint handling system, Dashboards, Reports, User testing, Business flow processes, Requirements gathering, Agile, Waterfall, FDA regulations, Healthcare industry, CRM, Software lifecycle, Business analysis, Systems analysis, User story writing, Test scenario creation, Error recording, Requirements clarification","https://www.linkedin.com/jobs/view/senior-business-systems-analyst-at-intellectt-inc-3714663891","2024-01-19 09:45:09.215838+00","t","t","f","Senior Business Systems Analyst","Intellectt Inc","Alameda, CA","2024-01-13","Concord","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/sap-business-systems-analyst-at-techead-3801058308","SAP S/4, Sales & Distribution, Logistics, Business Analysis, System Configuration, Change Requests, Project Management, Requirements Gathering, Unit Testing, Integration Testing, Documentation, Training, SAP Data Dictionary, SAP Interfacing, Process Manufacturing, ERP, SAP FI/MM, Microsoft Office Suite","https://www.linkedin.com/jobs/view/sap-business-systems-analyst-at-techead-3801058308","2024-01-19 09:45:09.215838+00","t","t","f","SAP Business Systems Analyst","TECHEAD","Virginia Beach, VA","2024-01-13","Norfolk","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/it-business-analyst-iv-at-the-hawk-group-3797288858","Business Analysis, Agile, Scrum, Java, Python, VB .NET, PL/SQL, Perl, C#, SQL, Oracle, SQL Server, Teradata, ServiceNow, Demand Management, IoT, Machine Learning, Mendix, JIRA, UNIX, Linux, Windows, Integration, Petroleum Engineering, Application Management","https://www.linkedin.com/jobs/view/it-business-analyst-iv-at-the-hawk-group-3797288858","2024-01-19 09:45:09.215838+00","t","t","f","IT Business Analyst IV","The Hawk Group","Anchorage, AK","2024-01-13","Alaska","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-at-dice-3804440196","Business Analysis, OmniPlus, Waterfall, COBOL, Requirements Gathering, Documentation, Analysis, Alignment to Corporate Standards, Verifiable Requirements, Testable Requirements, Software Product Delivery, Quality Assurance, Production Deployment, Product Development, Software Development Environment Methodologies, Technology Alternatives, Project Management, Release Management, Scope Definition, Estimates, Evaluation Criteria, Results, Business Process Improvement, Design Planning, Build Planning, Test Planning, Medium to Large Scope Enhancements, Business Stakeholder Communication, IT Stakeholder Communication, Process Improvement Projects","https://www.linkedin.com/jobs/view/business-analyst-at-dice-3804440196","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst","Dice","United States","2024-01-13","Smith Center","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/analyst-business-management-corporate-investment-banking-cib-at-santander-bank-n-a-3785698567","Business Analysis, Financial Analysis, Budget Management, Excel, PowerPoint, Communication, Attention to Detail, Time Management, Strategic Planning, Data Analysis, Research, Reporting, Presentation Skills, Economics, Finance, Accounting, Business Administration, Diversity and Inclusion, Equal Opportunity Employment","https://www.linkedin.com/jobs/view/analyst-business-management-corporate-investment-banking-cib-at-santander-bank-n-a-3785698567","2024-01-19 09:45:09.215838+00","t","t","f","Analyst, Business Management - Corporate & Investment Banking (CIB)","Santander Bank, N.A.","New York, NY","2024-01-13","Bayonne","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/sr-business-analyst-workplace-analytics-at-capital-one-3774775707","Data analysis, Business intelligence, Modeling, Analytics, Product development, Pricing strategies, Marketing, Market research, SQL querying, Strategic consulting, Business analysis, Bachelor's degree in quantitative field, Master's degree in business or quantitative field, Statistical model building, Business judgement, Leadership, Integrity, Strong communication skills, Results orientation","https://www.linkedin.com/jobs/view/sr-business-analyst-workplace-analytics-at-capital-one-3774775707","2024-01-19 09:45:09.215838+00","t","t","f","Sr. Business Analyst (Workplace Analytics)","Capital One","Richmond, VA","2024-01-13","Montpelier","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/senior-financial-planning-analyst-at-carolina-prg-3797452885","Financial Planning, Financial Analysis, Business Analysis, Reporting, Budget Analysis, Forecasting, Strategic Planning, Project Management, Communication, Presentation Skills, Advanced Excel, Advanced PowerPoint, SAP, Analytical Skills, Problem Solving, Innovation","https://www.linkedin.com/jobs/view/senior-financial-planning-analyst-at-carolina-prg-3797452885","2024-01-19 09:45:09.215838+00","t","t","f","Senior Financial Planning Analyst","CAROLINA PRG","Charlotte Metro","2024-01-13","Gastonia","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-at-tekintegral-3793685807","Business Analysis, Functional Requirements, NonFunctional Requirements, Software Development Artifacts, Context Diagrams, Use Cases, Swim Lane Diagrams, Report Specifications, Wireframes, User Interface Specifications, NonFunctional Requirements Specifications, JAD Sessions, Walkthroughs, Test Plans, Test Cases, User Acceptance Testing, Requirements Management Plan, Requirements Traceability, Requirements Baselines, Requirements Change Control, Application Integration, Data Integration, Mobile Applications, Asynchronously Connected Applications, CBAP Certification, ITS Security Agreements, DEC Confidentiality and NonDisclosure Agreement (CNDA), Internal Controls, Prevention of Workplace Violence, Sexual Harassment Prevention, Information Security, Knowledge Transfer Plan","https://www.linkedin.com/jobs/view/business-analyst-at-tekintegral-3793685807","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst","TekIntegral","Albany, NY","2024-01-13","Cohoes","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/commercial-credit-analyst-at-ascendo-resources-3795669030","Credit analysis, Underwriting, Financial statement analysis, Risk assessment, Credit presentations, Spread financial statements, Credit reports, OFAC, Background checks, Business analysis, Financial covenants, Bank policies and procedures, Compliance, Accounting, Financial analysis, MS Office, English communication (verbal and written), Bachelor's degree, 5+ years of credit analysis experience, Commercial real estate, C&I analysis, Onsite work","https://www.linkedin.com/jobs/view/commercial-credit-analyst-at-ascendo-resources-3795669030","2024-01-19 09:45:09.215838+00","t","t","f","Commercial Credit Analyst","Ascendo Resources","Miami, FL","2024-01-13","Highland Park","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/lead-finance-analyst-at-wells-fargo-3803537260","Finance, FP&A, Business Analysis, Simplification, Automation, Process Improvement, Allocated Expense Reporting, Legal Entity Allocation, Relationship Building, Teamwork, Communication, Critical Thinking, Strategic Business Focus, Microsoft Office Suite, Tableau, Power BI, Executive Presentations, Leadership, Innovation, Consulting, Collaboration","https://www.linkedin.com/jobs/view/lead-finance-analyst-at-wells-fargo-3803537260","2024-01-19 09:45:09.215838+00","t","t","f","Lead Finance Analyst","Wells Fargo","Charlotte, NC","2024-01-13","Gastonia","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/financial-planning-and-analysis-specialist-at-%2430b-aum-real-estate-firm-3802103648","Financial Modeling, Forecasting, Data Analysis, Reporting, Budgeting, Business Analysis, Financial Planning, Financial Applications, Collaboration, Communication","https://www.linkedin.com/jobs/view/financial-planning-and-analysis-specialist-at-%2430b-aum-real-estate-firm-3802103648","2024-01-19 09:45:09.215838+00","t","t","f","Financial Planning and Analysis Specialist","$30B AUM Real Estate Firm","New York City Metropolitan Area","2024-01-13","Levittown","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-at-jobot-3802860534","Financial analysis, Budgeting, Forecasting, Data analysis, Financial software, Databases, Communication skills, Teamwork, Problemsolving skills, Business analysis, Accounting, Financial reporting, Strategic planning skills, Market research, Engineering knowledge","https://www.linkedin.com/jobs/view/business-analyst-at-jobot-3802860534","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst","Jobot","Fresno, CA","2024-01-13","Selma","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-systems-analyst-sme-locals-only-at-information-resource-group-3766685990","Business Analysis, Software Development, Data Analysis, Workflow Management, Business Process Improvement, System Requirements Gathering, System Design, Software Implementation, Training and Documentation, Communication, BusinessSide Technology Skills, ITSide Understanding, Transportation Field Experience, Engineering, Infrastructure","https://www.linkedin.com/jobs/view/business-systems-analyst-sme-locals-only-at-information-resource-group-3766685990","2024-01-19 09:45:09.215838+00","t","t","f","Business Systems Analyst/SME-Locals Only","Information Resource Group","Boise, ID","2024-01-13","Idaho","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/operations-business-analyst-at-credit-union-of-denver-3794659387","Business Analysis, Core Conversion, Data Analysis, Project Management, Collaboration, Program Development, Program Implementation, Customer Experience, Sales, Marketing, Efficiency, Member Satisfaction","https://www.linkedin.com/jobs/view/operations-business-analyst-at-credit-union-of-denver-3794659387","2024-01-19 09:45:09.215838+00","t","t","f","Operations Business Analyst","Credit Union of Denver","Denver, CO","2024-01-13","Boulder","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/id-itd-business-analyst-software-implementation-upgrade-projects-at-anveta-inc-3706384480","Business Analysis, Software Implementation, Software Upgrade, Requirements Gathering, Business Process Documentation, Workflow Creation, Use Case Development, User Story Creation, Test Scenario Development, Functional Testing, Gap Analysis, Communication, Reporting, Solution Evaluation, Vendor Collaboration, Stakeholder Liaison, Project Monitoring, Microsoft Office Suite (Word Excel Visio PowerPoint), Technical Documentation, User Requirements, System Requirements, Workflow Diagrams, Prototyping, Wireframing, User Guides, Training Guides, Process Modeling, Process Analysis, Process Reengineering, Requirements Matrix Management, User Acceptance Testing, Agile Methodologies, Scrum, Jira, Confluence, Git, GitHub, SQL, NoSQL, Cloud Computing, AWS, Azure, GCP","https://www.linkedin.com/jobs/view/id-itd-business-analyst-software-implementation-upgrade-projects-at-anveta-inc-3706384480","2024-01-19 09:45:09.215838+00","t","t","f","ID - ITD - Business Analyst (Software implementation/upgrade projects)","Anveta, Inc","Boise, ID","2024-01-13","Idaho City","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/sr-business-analyst-with-insurance-at-keylent-inc-3768060690","Business Analysis, Insurance, Property & Casualty, P&C","https://www.linkedin.com/jobs/view/sr-business-analyst-with-insurance-at-keylent-inc-3768060690","2024-01-19 09:45:09.215838+00","t","t","f","Sr Business Analyst with Insurance","Keylent Inc","Charlotte, NC","2024-01-13","Gastonia","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-applications-analyst-at-ergon-inc-3799544604","Business applications analysis, Business analysis, Microsoft Office Suite (Word Excel Visio PowerPoint Project), Business process documentation, Test planning and execution, Project management, Agile project management, Software development life cycle, Regulatory compliance, Environmental regulations (EPA RCRA TSCA), Enablon Cority Intelex Sphera SAP, Verbal and written communication, Presentation and interpersonal skills, Collaboration on business process analysis, Problem solving and troubleshooting skills, Critical thinking, Continuous improvement initiatives, Software systems development, System functions and enhancement requirements, System modules and projects, User requirements gathering, Enterprise system requirements, Systems analysis documentation, Activity roadblocks, Business and IT processes, Quality assurance and user acceptance testing, Test cases scenarios development, Acceptance testing facilitation, Postdeployment enduser system training & support sessions, 401(k) Matching, Health insurance, Life insurance, Longterm Disability insurance, Dental and Vision insurance, Holidays, Vacation, Sick Leave, Flexible Spending Account, Tuition Assistance, Profit Sharing","https://www.linkedin.com/jobs/view/business-applications-analyst-at-ergon-inc-3799544604","2024-01-19 09:45:09.215838+00","t","t","f","Business Applications Analyst","Ergon Inc.","Flowood, MS","2024-01-13","Jackson","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-at-hexaquest-global-3782829212","FLAIR system, Legacy mainframe application, Adabas, DB2, Business analysis, Business strategies, Software, Unit testing, User acceptance testing, Test reports, Business requirements, Technical requirements, Communication","https://www.linkedin.com/jobs/view/business-analyst-at-hexaquest-global-3782829212","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst","HexaQuEST Global","Tallahassee, FL","2024-01-13","Tallahassee","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/senior-adminstrative-analyst-oklahoma-city-ok-at-isn-corp-3785772119","Microsoft SharePoint, Microsoft Teams, Advanced technical skills, Business analysis, Business case requirements, Communication, Data architecture, Data models, Development, Documentation, Excel, Functional requirement documents, Microsoft Outlook, Planning, Presentations, Process models, Project management, Quality assurance, Reporting, Requirements gathering, System scenarios, Technical specifications, Testing, Training, Word","https://www.linkedin.com/jobs/view/senior-adminstrative-analyst-oklahoma-city-ok-at-isn-corp-3785772119","2024-01-19 09:45:09.215838+00","t","t","f","Senior Adminstrative Analyst - Oklahoma City, OK","ISN Corp","Oklahoma City, OK","2024-01-13","El Reno","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-group-insurance-exp-at-accroid-inc-3800281022","Business Analysis, Group Insurance, SQL, Data Analysis, MS Suite, Diagramming, BA Call Notes, Technical Aptitude, System Change Management, Insurance Experience, Process to Technical Implementation, BusinessTechnology Liaison, Communication Skills, Organizational Skills, Technical Experience, Technology Understanding","https://www.linkedin.com/jobs/view/business-analyst-group-insurance-exp-at-accroid-inc-3800281022","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst Group Insurance exp","Accroid Inc","Philadelphia, PA","2024-01-13","Winslow","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-at-dsv-global-transport-and-logistics-3779758010","Microsoft Excel, Power BI, Analytical thinking, Conceptual thinking, Business analysis, Process improvement, Automation, Modernization, Communication, Requirements analysis, Documentation, Crossfunctional collaboration, Stakeholder engagement, Leadership, Training, Coaching, Guidance, Resource allocation, Cost efficiency, Project management, Project planning, Performance monitoring, Prioritization, Stakeholder liaison, Resource management, Deliverables monitoring, Project completion, Quoting, RFP/RFI responses, Sales demonstration tools, Sales presentations, New accounts implementation, Profile maintenance, SOP maintenance, Client communication, Technical presentations, Industry trends, Government regulations, Sales lead qualification, Cargowise 1 reporting, National sales support, Microsoft Word, Microsoft Outlook","https://www.linkedin.com/jobs/view/business-analyst-at-dsv-global-transport-and-logistics-3779758010","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst","DSV - Global Transport and Logistics","Romulus, MI","2024-01-13","Monroe","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/analyst-fashion-erp-software-at-tivella-3746776463","BlueCherry ERP, ERP modules, Shipping, Pick/pack ticketing, Order processing, Invoicing, Accounting, SQL, Amazon, Shopify, Magento, Analytical skills, Problemsolving skills, Organizational skills, Business analysis, System support, Fashion industry, Apparel industry, Footwear industry, Retail industry, Verbal communication skills, Written communication skills, Project management skills, Deadline management skills, Pressure management skills, Bachelor's degree","https://www.linkedin.com/jobs/view/analyst-fashion-erp-software-at-tivella-3746776463","2024-01-19 09:45:09.215838+00","t","t","f","Analyst (Fashion ERP Software)","Tivella","United States","2024-01-13","Smith Center","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-2-at-idr-inc-3802377972","Business Analysis, Business Intelligence, LookML, SQL, Data Warehousing, ETL Scripting, Data Migration, Cloud Services, BigQuery, Cloud Architecture, CustomerFacing Roles","https://www.linkedin.com/jobs/view/business-analyst-2-at-idr-inc-3802377972","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst 2","IDR, Inc.","Tennessee, United States","2024-01-13","Watertown","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/analyst-fashion-erp-software-at-tivella-3746775673","BlueCherry ERP software, Troubleshooting skills, Shipping and pick/pack ticketing, Order processing, Invoicing, Accounting, Client inquiries, Liaison between client groups and systems programmers, SQL, Amazon, Shopify, Magento, Fashion, Apparel, Footwear, Retail, Data collection, Analysis and reporting, Strong analytical skills, Problemsolving skills, Organizational skills, Business analysis, System support, Strong verbal and written communication skills, Ability to work under pressure, Bachelor's degree or equivalent experience","https://www.linkedin.com/jobs/view/analyst-fashion-erp-software-at-tivella-3746775673","2024-01-19 09:45:09.215838+00","t","t","f","Analyst (Fashion ERP Software)","Tivella","Georgia, United States","2024-01-13","Macon","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-at-apexon-3800278853","Business Analysis, Agile Methodology, User Stories, Azure DevOps, Business Process Design, Requirement's Analysis, Technical Design, JAVA, .net Framework, asp.net, .NET Core, CSS, MVC, C++, C#.net, VB.net, JavaScript, ThreeTier Architecture, Distributed Architecture, Centralized Architecture, Microservices, REST API, Statements of Work, Total Cost of Ownership, Oracle, Microsoft SQL Server, Business Analysis Methodologies, Process Modeling, IT Project Planning, Development, Implementation, Project Management, PMI, Agile, CMMI, Business Process Reengineering, Computer Programming, Data Modeling, ObjectOriented Programming, Application Development Environments, Project Estimation, Planning, Forecasting, Business Requirements, Functional Requirements, Technical Requirements, MS Office, MS Project, Visio, Request for Proposals, IT Procurement, Data Gathering, Requirements Gathering, JAD Sessions, JAR Sessions, Swim Lanes, Sequence Diagrams, Use Cases, Complex Business Problems, Bachelor's Degree","https://www.linkedin.com/jobs/view/business-analyst-at-apexon-3800278853","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst","Apexon","Lansing, MI","2024-01-13","East Lansing","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/senior-it-business-analyst-at-ascend-federal-credit-union-3803523035","Credit Union, Business Analysis, Project Management, Requirements Gathering, Documentation, Communication, Collaboration, Problem Solving, Analytical Thinking, Technical Writing, Presentation Skills, Working with Confidential Information, SelfStarter, Ability to Manage Own Schedule, Project Management Experience, Reliable Attendance, Bachelor's Degree in Business Administration Accounting MIS Computer Science Industrial Engineering or related field, CBAP Certified Business Analysis Professional (preferred), CCBA Certification of Competency in Business Analysis (preferred), 58 years Progressively responsible experience in internal business and/or technical analysis, 35 years Experience with Financial Institutions (preferred), 35 years Experience with process engineering (preferred), 35 years Experience with various forms of documentation formats and documentation tools (Word Excel Powerpoint Visio etc.), Word, Excel, Powerpoint, Visio","https://www.linkedin.com/jobs/view/senior-it-business-analyst-at-ascend-federal-credit-union-3803523035","2024-01-19 09:45:09.215838+00","t","t","f","Senior IT Business Analyst","Ascend Federal Credit Union","Murfreesboro, TN","2024-01-13","Watertown","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/business-analyst-indianapolis-in%C2%A0-at-spanco-solutions-3798823975","Business Analysis, Data Analysis, Reporting, Process Improvement, Strategic Planning, Systems Analysis, Solution Design and Implementation, Customer Relationship Management, Project Management, Facilitation, Communication, Microsoft Office Suite, Project Management Theories and Practices, Leadership and Influence, Teamwork, Diversity Management","https://www.linkedin.com/jobs/view/business-analyst-indianapolis-in%C2%A0-at-spanco-solutions-3798823975","2024-01-19 09:45:09.215838+00","t","t","f","Business Analyst - Indianapolis, IN","Spanco Solutions","Indianapolis, IN","2024-01-13","Plainfield","United States","Economist","Associate","Onsite"
"https://www.linkedin.com/jobs/view/programming-analyst-at-amiseq-3802506888","ABS system, Rates changes, O&M support, Troubleshooting, Data issues, Ad hoc reports, Functional and technical specification meetings, Business requirements, Implementation approach, Detail designs, Walkthroughs, Unit testing, Testing teams, System validation, User support, Client support, OpenInsight (OI) software, Business analysis, Technical analysis, Organizational skills, System operation, Business requirements elicitation, Alternative options, Bachelors Degree in Computer Science, Programming analysis, Basic+, Java, SQL, Excel, Word, Microsoft Access, XML, HTML, JavaScript","https://www.linkedin.com/jobs/view/programming-analyst-at-amiseq-3802506888","2024-01-19 09:45:09.215838+00","t","t","f","Programming Analyst","AMISEQ","Oakland, CA","2024-01-13","Concord","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/human-resource-business-analyst-hcm-at-state-of-utah-3798236375","Business Analysis, Human Capital Management (HCM), Payroll Systems, Hybrid Work, Telework, Remote Work, Taylorsville State Office Building, Career Mobility Assignment, Senior Business Analyst, Health Benefits, Retirement Benefits, Paid Time Off, Stakeholder Collaboration, Business Requirements Gathering, System Design, Process Optimization, Stakeholder Management, Testing and Quality Assurance, Training and Documentation, Change Management, HCM System Implementation, HCM System Upgrades, Communication Skills, Interpersonal Skills, Team Leadership, CrossFunctional Collaboration, Background Check","https://www.linkedin.com/jobs/view/human-resource-business-analyst-hcm-at-state-of-utah-3798236375","2024-01-19 09:45:09.215838+00","t","t","f","Human Resource Business Analyst - HCM","State of Utah","Salt Lake County, UT","2024-01-13","Layton","United States","Economist","Mid senior","Onsite"
"https://www.linkedin.com/jobs/view/analyst-fashion-erp-software-at-tivella-3755130823","BlueCherry ERP, SQL, Amazon, Shopify, Magento, ERP modules, Shipping, Pick/pack ticketing, Order processing, Invoicing, Accounting, Analysis, Testing techniques, Problemsolving, Organizational skills, Business analysis, System support, Strong verbal and written communication skills, Bachelor's degree","https://www.linkedin.com/jobs/view/analyst-fashion-erp-software-at-tivella-3755130823","2024-01-19 09:45:09.215838+00","t","t","f","Analyst (Fashion ERP Software)","Tivella","Utah, United States","2024-01-13","Manti","United States","Economist","Mid senior","Onsite"
